Region, Date_x, Frequency_x, Estimated Unemployment Rate (%)_x, Estimated Employed_x, Estimated Labour Participation Rate (%)_x,Area, Date_y, Frequency_y, Estimated Unemployment Rate (%)_y, Estimated Employed_y, Estimated Labour Participation Rate (%)_y,Region.1,longitude,latitude
Tripura, 30-09-2019, Monthly,30.23,1034408.0,65.9,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 30-09-2019, Monthly,30.23,1034408.0,65.9,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 31-01-2020, M,32.67,1508130,69.69,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 29-02-2020, M,28.4,1584686,68.74,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 31-03-2020, M,29.95,1511217,66.89,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 30-04-2020, M,41.23,971514,51.16,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 31-05-2020, M,21.51,1290986,50.81,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 30-06-2020, M,21.71,1494140,58.85,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 31-07-2020, M,18.24,1348849,50.78,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 31-08-2020, M,27.92,1318621,56.21,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 31-10-2019, Monthly,27.54,1113764.0,68.21,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 31-01-2020, M,32.67,1508130,69.69,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 29-02-2020, M,28.4,1584686,68.74,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 31-03-2020, M,29.95,1511217,66.89,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 30-04-2020, M,41.23,971514,51.16,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 31-05-2020, M,21.51,1290986,50.81,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 30-06-2020, M,21.71,1494140,58.85,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 31-07-2020, M,18.24,1348849,50.78,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 31-08-2020, M,27.92,1318621,56.21,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 30-11-2019, Monthly,25.25,1084633.0,64.29,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 31-01-2020, M,32.67,1508130,69.69,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 29-02-2020, M,28.4,1584686,68.74,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 31-03-2020, M,29.95,1511217,66.89,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 30-04-2020, M,41.23,971514,51.16,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 31-05-2020, M,21.51,1290986,50.81,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 30-06-2020, M,21.71,1494140,58.85,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 31-07-2020, M,18.24,1348849,50.78,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 31-08-2020, M,27.92,1318621,56.21,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 31-12-2019, Monthly,26.53,1046878.0,63.02,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 31-01-2020, M,32.67,1508130,69.69,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 29-02-2020, M,28.4,1584686,68.74,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 31-03-2020, M,29.95,1511217,66.89,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 30-04-2020, M,41.23,971514,51.16,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 31-05-2020, M,21.51,1290986,50.81,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 30-06-2020, M,21.71,1494140,58.85,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 31-07-2020, M,18.24,1348849,50.78,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 31-08-2020, M,27.92,1318621,56.21,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 31-01-2020, Monthly,31.91,1057975.0,68.61,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 31-01-2020, M,32.67,1508130,69.69,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 29-02-2020, M,28.4,1584686,68.74,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 31-03-2020, M,29.95,1511217,66.89,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 30-04-2020, M,41.23,971514,51.16,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 31-05-2020, M,21.51,1290986,50.81,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 30-06-2020, M,21.71,1494140,58.85,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 31-07-2020, M,18.24,1348849,50.78,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 31-08-2020, M,27.92,1318621,56.21,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 29-02-2020, Monthly,26.22,1169347.0,69.88,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 31-01-2020, M,32.67,1508130,69.69,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 29-02-2020, M,28.4,1584686,68.74,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 31-03-2020, M,29.95,1511217,66.89,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 30-04-2020, M,41.23,971514,51.16,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 31-05-2020, M,21.51,1290986,50.81,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 30-06-2020, M,21.71,1494140,58.85,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 31-07-2020, M,18.24,1348849,50.78,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 31-08-2020, M,27.92,1318621,56.21,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 31-03-2020, Monthly,31.61,1060946.0,68.28,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 31-01-2020, M,32.67,1508130,69.69,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 29-02-2020, M,28.4,1584686,68.74,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 31-03-2020, M,29.95,1511217,66.89,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 30-04-2020, M,41.23,971514,51.16,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 31-05-2020, M,21.51,1290986,50.81,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 30-06-2020, M,21.71,1494140,58.85,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 31-07-2020, M,18.24,1348849,50.78,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 31-08-2020, M,27.92,1318621,56.21,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 30-04-2020, Monthly,43.64,675083.0,52.63,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 31-01-2020, M,32.67,1508130,69.69,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 29-02-2020, M,28.4,1584686,68.74,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 31-03-2020, M,29.95,1511217,66.89,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 30-04-2020, M,41.23,971514,51.16,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 31-05-2020, M,21.51,1290986,50.81,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 30-06-2020, M,21.71,1494140,58.85,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 31-07-2020, M,18.24,1348849,50.78,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 31-08-2020, M,27.92,1318621,56.21,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 31-05-2020, Monthly,14.71,911789.0,46.9,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 31-01-2020, M,32.67,1508130,69.69,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 29-02-2020, M,28.4,1584686,68.74,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 31-03-2020, M,29.95,1511217,66.89,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 30-04-2020, M,41.23,971514,51.16,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 31-05-2020, M,21.51,1290986,50.81,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 30-06-2020, M,21.71,1494140,58.85,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 31-07-2020, M,18.24,1348849,50.78,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 31-08-2020, M,27.92,1318621,56.21,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 30-09-2020, M,17.35,1368244,50.77,Northeast,23.9408,91.9882
Tripura, 30-06-2020, Monthly,18.84,1106978.0,59.74,Rural, 31-10-2020, M,11.57,1576529,54.58,Northeast,23.9408,91.9882
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh, 31-05-2019, Monthly,10.26,43287808.0,39.96,Rural, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh, 30-06-2019, Monthly,11.13,42276572.0,39.32,Rural, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh, 31-07-2019, Monthly,9.19,42697000.0,38.78,Rural, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh, 31-08-2019, Monthly,11.47,43298746.0,40.24,Rural, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh, 30-09-2019, Monthly,6.45,44198762.0,38.79,Rural, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh, 31-10-2019, Monthly,10.18,42833265.0,39.07,Rural, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh, 30-11-2019, Monthly,6.94,43261530.0,38.01,Rural, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh, 31-12-2019, Monthly,8.43,44640087.0,39.77,Rural, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 30-06-2020, M,9.47,55380649,37.29,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 31-07-2020, M,5.56,56201654,36.19,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 31-08-2020, M,5.79,55831744,35.96,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 30-09-2020, M,4.18,56106836,35.45,North,26.8467,80.9462
Uttar Pradesh, 31-01-2020, Monthly,6.06,45777509.0,39.67,Rural, 31-10-2020, M,3.75,56539521,35.49,North,26.8467,80.9462
Uttar Pradesh, 29-02-2020, Monthly,8.12,44257432.0,39.13,Rural, 31-01-2020, M,7.58,59433759,39.63,North,26.8467,80.9462
Uttar Pradesh, 29-02-2020, Monthly,8.12,44257432.0,39.13,Rural, 29-02-2020, M,8.98,58060531,39.23,North,26.8467,80.9462
Uttar Pradesh, 29-02-2020, Monthly,8.12,44257432.0,39.13,Rural, 31-03-2020, M,10.11,56976338,38.89,North,26.8467,80.9462
Uttar Pradesh, 29-02-2020, Monthly,8.12,44257432.0,39.13,Rural, 30-04-2020, M,21.54,50915056,39.73,North,26.8467,80.9462
Uttar Pradesh, 29-02-2020, Monthly,8.12,44257432.0,39.13,Rural, 31-05-2020, M,20.41,49801902,38.22,North,26.8467,80.9462
